编号	名称	图标	品质	内观	性别	是否可以批量使用	职业限制	等级限制	物品等级	拾取分类	羽化等级	物品类别	部位	耐久度	出售价格	叠加上限	持有类型	是否可丢弃	是否可销毁	力量需求	悟性需求	身法需求	根骨需求	经脉需求	CD时间	CD类别	掉落模型ID	模型ID	物攻下限	物攻上限	魔攻下限	魔攻上限	道攻下限	道攻上限	物防下限	物防上限	魔防下限	魔防上限	物免	魔免	命中	暴击	闪避	生命值	魔法值	默认值	随机属性组	目标类型	合法对象	使用成功率	附加功能ID	功能参数	功能数据	描述	掉落说明	使用说明	编辑器目录
00039	苍羽头盔	items/10007	4	10007	2	0	2	60	60	5	0	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	1	7	0	0	0	0	0	0	0	0	11	0	0	0	0						
00040	伏魔头盔	items/10008	0	10008	2	0	4	60	60	1	0	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0						
00041	伏魔头盔	items/10008	1	10008	2	0	4	60	60	2	0	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0						
00042	伏魔头盔	items/10008	2	10008	2	0	4	60	60	3	0	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	11	0	0	0	0						
00043	伏魔头盔	items/10008	3	10008	2	0	4	60	60	4	0	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	11	0	0	0	0						
00044	伏魔头盔	items/10008	4	10008	2	0	4	60	60	5	0	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	11	0	0	0	0						
00045	仁者头盔	items/10009	0	10009	2	0	1	70	70	1	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0						
00046	仁者头盔	items/10009	1	10009	2	0	1	70	70	2	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0						
00047	仁者头盔	items/10009	2	10009	2	0	1	70	70	3	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0						
00048	仁者头盔	items/10009	3	10009	2	0	1	70	70	4	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	10	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0						
00049	仁者头盔	items/10009	4	10009	2	0	1	70	70	5	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	12	0	3	0	0	0	0	0	0	0	0	12	0	0	0	0						
00050	虹渊头盔	items/10010	0	10010	2	0	2	70	70	1	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0						
00051	虹渊头盔	items/10010	1	10010	2	0	2	70	70	2	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	12	0	0	0	0						
00052	虹渊头盔	items/10010	2	10010	2	0	2	70	70	3	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	12	0	0	0	0						
00053	虹渊头盔	items/10010	3	10010	2	0	2	70	70	4	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	1	8	0	0	0	0	0	0	0	0	12	0	0	0	0						
00054	虹渊头盔	items/10010	4	10010	2	0	2	70	70	5	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	1	10	0	0	0	0	0	0	0	0	12	0	0	0	0						
00055	紫阳头盔	items/10011	0	10011	2	0	4	70	70	1	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0						
00056	紫阳头盔	items/10011	1	10011	2	0	4	70	70	2	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0						
00057	紫阳头盔	items/10011	2	10011	2	0	4	70	70	3	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	12	0	0	0	0						
00058	紫阳头盔	items/10011	3	10011	2	0	4	70	70	4	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	12	0	0	0	0						
00059	紫阳头盔	items/10011	4	10011	2	0	4	70	70	5	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	12	0	0	0	0						
00060	轩辕头盔	items/10012	0	10012	2	0	1	80	80	1	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0						
00061	轩辕头盔	items/10012	1	10012	2	0	1	80	80	2	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0						
00062	轩辕头盔	items/10012	2	10012	2	0	1	80	80	3	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	9	0	2	0	0	0	0	0	0	0	0	13	0	0	0	0						
00063	轩辕头盔	items/10012	3	10012	2	0	1	80	80	4	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	12	0	3	0	0	0	0	0	0	0	0	13	0	0	0	0						
00064	轩辕头盔	items/10012	4	10012	2	0	1	80	80	5	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	2	16	0	4	0	0	0	0	0	0	0	0	13	0	0	0	0						
00065	奥义头盔	items/10013	0	10013	2	0	2	80	80	1	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	13	0	0	0	0						
00066	奥义头盔	items/10013	1	10013	2	0	2	80	80	2	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	13	0	0	0	0						
00067	奥义头盔	items/10013	2	10013	2	0	2	80	80	3	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	1	7	0	0	0	0	0	0	0	0	13	0	0	0	0						
00068	奥义头盔	items/10013	3	10013	2	0	2	80	80	4	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	1	10	0	0	0	0	0	0	0	0	13	0	0	0	0						
00069	奥义头盔	items/10013	4	10013	2	0	2	80	80	5	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	1	13	0	0	0	0	0	0	0	0	13	0	0	0	0						
00070	冥火头盔	items/10014	0	10014	2	0	4	80	80	1	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0						
00071	冥火头盔	items/10014	1	10014	2	0	4	80	80	2	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	13	0	0	0	0						
00072	冥火头盔	items/10014	2	10014	2	0	4	80	80	3	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	13	0	0	0	0						
00073	冥火头盔	items/10014	3	10014	2	0	4	80	80	4	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	13	0	0	0	0						
00074	冥火头盔	items/10014	4	10014	2	0	4	80	80	5	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	8	1	8	0	0	0	0	0	0	0	0	13	0	0	0	0						
00075	虎魄头盔	items/10015	0	10015	2	0	1	90	90	1	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0						
00076	虎魄头盔	items/10015	1	10015	2	0	1	90	90	2	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0						
00077	虎魄头盔	items/10015	2	10015	2	0	1	90	90	3	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	10	0	2	0	0	0	0	0	0	0	0	14	0	0	0	0						
00078	虎魄头盔	items/10015	3	10015	2	0	1	90	90	4	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	15	0	4	0	0	0	0	0	0	0	0	14	0	0	0	0						
00079	虎魄头盔	items/10015	4	10015	2	0	1	90	90	5	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	2	19	0	5	0	0	0	0	0	0	0	0	14	0	0	0	0						
00080	诛神头盔	items/10016	0	10016	2	0	2	90	90	1	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	0	0	0	0						
00081	诛神头盔	items/10016	1	10016	2	0	2	90	90	2	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	14	0	0	0	0						
00082	诛神头盔	items/10016	2	10016	2	0	2	90	90	3	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	1	8	0	0	0	0	0	0	0	0	14	0	0	0	0						
00083	诛神头盔	items/10016	3	10016	2	0	2	90	90	4	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	1	12	0	0	0	0	0	0	0	0	14	0	0	0	0						
00084	诛神头盔	items/10016	4	10016	2	0	2	90	90	5	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	5	2	15	0	0	0	0	0	0	0	0	14	0	0	0	0						
00085	尊云头盔	items/10017	0	10017	2	0	4	90	90	1	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0						
00086	尊云头盔	items/10017	1	10017	2	0	4	90	90	2	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	14	0	0	0	0						
00087	尊云头盔	items/10017	2	10017	2	0	4	90	90	3	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	14	0	0	0	0						
00088	尊云头盔	items/10017	3	10017	2	0	4	90	90	4	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	8	1	7	0	0	0	0	0	0	0	0	14	0	0	0	0						
00089	尊云头盔	items/10017	4	10017	2	0	4	90	90	5	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	10	1	9	0	0	0	0	0	0	0	0	14	0	0	0	0						
00090	弑天头盔	items/10018	0	10018	2	0	1	100	100	1	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0						
00091	弑天头盔	items/10018	1	10018	2	0	1	100	100	2	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	8	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0						
00092	弑天头盔	items/10018	2	10018	2	0	1	100	100	3	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	14	0	3	0	0	0	0	0	0	0	0	15	0	0	0	0						
00093	弑天头盔	items/10018	3	10018	2	0	1	100	100	4	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	2	20	0	5	0	0	0	0	0	0	0	0	15	0	0	0	0						
00094	弑天头盔	items/10018	4	10018	2	0	1	100	100	5	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	3	25	0	6	0	0	0	0	0	0	0	0	15	0	0	0	0						
00095	妖月头盔	items/10019	0	10019	2	0	2	100	100	1	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	15	0	0	0	0						
00096	妖月头盔	items/10019	1	10019	2	0	2	100	100	2	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	15	0	0	0	0						
00097	妖月头盔	items/10019	2	10019	2	0	2	100	100	3	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	1	11	0	0	0	0	0	0	0	0	15	0	0	0	0						
00098	妖月头盔	items/10019	3	10019	2	0	2	100	100	4	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	6	2	16	0	0	0	0	0	0	0	0	15	0	0	0	0						
00099	妖月头盔	items/10019	4	10019	2	0	2	100	100	5	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	7	2	20	0	0	0	0	0	0	0	0	15	0	0	0	0						
00100	寒天头盔	items/10020	0	10020	2	0	4	100	100	1	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0						
00101	寒天头盔	items/10020	1	10020	2	0	4	100	100	2	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	15	0	0	0	0						
00102	寒天头盔	items/10020	2	10020	2	0	4	100	100	3	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	15	0	0	0	0						
00103	寒天头盔	items/10020	3	10020	2	0	4	100	100	4	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	11	1	9	0	0	0	0	0	0	0	0	15	0	0	0	0						
00104	寒天头盔	items/10020	4	10020	2	0	4	100	100	5	1	1	0	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	14	1	12	0	0	0	0	0	0	0	0	15	0	0	0	0						
#项链																																																									
01000	蓝翡翠项链	items/13100	0	13100	2	0	1	10	10	1	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01001	蓝翡翠项链	items/13100	1	13100	2	0	1	10	10	2	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01002	蓝翡翠项链	items/13100	2	13100	2	0	1	10	10	3	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01003	蓝翡翠项链	items/13100	3	13100	2	0	1	10	10	4	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01004	蓝翡翠项链	items/13100	4	13100	2	0	1	10	10	5	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01005	放大镜	items/13101	0	13101	2	0	2	10	10	1	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01006	放大镜	items/13101	1	13101	2	0	2	10	10	2	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01007	放大镜	items/13101	2	13101	2	0	2	10	10	3	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01008	放大镜	items/13101	3	13101	2	0	2	10	10	4	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01009	放大镜	items/13101	4	13101	2	0	2	10	10	5	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01010	竹笛	items/13102	0	13102	2	0	4	10	10	1	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01011	竹笛	items/13102	1	13102	2	0	4	10	10	2	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01012	竹笛	items/13102	2	13102	2	0	4	10	10	3	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01013	竹笛	items/13102	3	13102	2	0	4	10	10	4	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01014	竹笛	items/13102	4	13102	2	0	4	10	10	5	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0						
01015	幽灵项链	items/13103	0	13103	2	0	1	20	20	1	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01016	幽灵项链	items/13103	1	13103	2	0	1	20	20	2	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01017	幽灵项链	items/13103	2	13103	2	0	1	20	20	3	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01018	幽灵项链	items/13103	3	13103	2	0	1	20	20	4	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01019	幽灵项链	items/13103	4	13103	2	0	1	20	20	5	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01020	生命项链	items/13104	0	13104	2	0	2	20	20	1	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01021	生命项链	items/13104	1	13104	2	0	2	20	20	2	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01022	生命项链	items/13104	2	13104	2	0	2	20	20	3	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01023	生命项链	items/13104	3	13104	2	0	2	20	20	4	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01024	生命项链	items/13104	4	13104	2	0	2	20	20	5	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01025	天珠项链	items/13105	0	13105	2	0	4	20	20	1	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01026	天珠项链	items/13105	1	13105	2	0	4	20	20	2	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01027	天珠项链	items/13105	2	13105	2	0	4	20	20	3	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01028	天珠项链	items/13105	3	13105	2	0	4	20	20	4	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01029	天珠项链	items/13105	4	13105	2	0	4	20	20	5	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	4	18	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0						
01030	绿色项链	items/13106	0	13106	2	0	1	30	30	1	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01031	绿色项链	items/13106	1	13106	2	0	1	30	30	2	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01032	绿色项链	items/13106	2	13106	2	0	1	30	30	3	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01033	绿色项链	items/13106	3	13106	2	0	1	30	30	4	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				5	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01034	绿色项链	items/13106	4	13106	2	0	1	30	30	5	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				6	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01035	恶魔铃铛	items/13107	0	13107	2	0	2	30	30	1	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01036	恶魔铃铛	items/13107	1	13107	2	0	2	30	30	2	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01037	恶魔铃铛	items/13107	2	13107	2	0	2	30	30	3	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01038	恶魔铃铛	items/13107	3	13107	2	0	2	30	30	4	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	5	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01039	恶魔铃铛	items/13107	4	13107	2	0	2	30	30	5	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	6	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01040	灵魂项链	items/13108	0	13108	2	0	4	30	30	1	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01041	灵魂项链	items/13108	1	13108	2	0	4	30	30	2	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01042	灵魂项链	items/13108	2	13108	2	0	4	30	30	3	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01043	灵魂项链	items/13108	3	13108	2	0	4	30	30	4	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	5	21	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01044	灵魂项链	items/13108	4	13108	2	0	4	30	30	5	0	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	6	27	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0						
01045	圣战项链	items/13109	0	13109	2	0	1	40	40	1	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0						
01046	圣战项链	items/13109	1	13109	2	0	1	40	40	2	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0						
01047	圣战项链	items/13109	2	13109	2	0	1	40	40	3	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0						
01048	圣战项链	items/13109	3	13109	2	0	1	40	40	4	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				7	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0						
01049	圣战项链	items/13109	4	13109	2	0	1	40	40	5	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				9	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0						
01050	法神项链	items/13110	0	13110	2	0	2	40	40	1	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0						
01051	法神项链	items/13110	1	13110	2	0	2	40	40	2	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0						
01052	法神项链	items/13110	2	13110	2	0	2	40	40	3	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0						
01053	法神项链	items/13110	3	13110	2	0	2	40	40	4	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	7	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0						
01054	法神项链	items/13110	4	13110	2	0	2	40	40	5	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	9	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0						
01055	天尊项链	items/13111	0	13111	2	0	4	40	40	1	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0						
01056	天尊项链	items/13111	1	13111	2	0	4	40	40	2	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0						
